narrator_id,n_segments_total,transcript_word_count,n_candidate_segments,technical_gap_ratio,reflection_sparsity,treatment_observed_flag,adolescent_exposure_flag,total_days_incarcerated,age_at_first_exposure,birth_year,gender,generation,interview_year,observability_tier
653,25,1344,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Nisei,2012.0,A
654,25,1343,0,0.0,1.0,1,0.0,2616.0,19.417,1923.0,male,Nisei,2012.0,A
657,25,1322,0,0.0,1.0,1,0.0,1269.0,8.5,1934.0,male,Nisei,2012.0,A
658,25,1304,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2012.0,A
659,24,1249,0,0.0,1.0,1,1.0,2675.0,15.25,1927.0,female,Nisei,2012.0,A
66,8,604,0,0.0,1.0,1,1.0,633.0,14.833,1928.0,male,Nisei,1997.0,A
660,25,1308,0,0.0,1.0,1,1.0,1269.0,11.5,1931.0,male,Nisei,2012.0,A
661,23,138,0,0.0,1.0,1,1.0,1275.0,13.5,1929.0,male,Nisei,2012.0,A
662,16,830,0,0.0,1.0,1,0.0,1269.0,22.5,1920.0,female,Nisei,2012.0,A
663,21,1103,0,0.0,1.0,1,0.0,1269.0,26.5,1916.0,male,Nisei,2012.0,A
664,14,737,0,0.0,1.0,1,0.0,2705.0,21.333,1921.0,male,Nisei,2012.0,A
665,24,1291,0,0.0,1.0,1,0.0,1275.0,22.5,1920.0,male,Nisei,2012.0,A
666,18,102,0,0.0,1.0,1,1.0,1215.0,10.583,1932.0,male,Nisei,2012.0,A
669,15,772,0,0.0,1.0,1,0.0,1306.0,20.417,1922.0,female,Nisei,2003.0,A
67,16,155,0,0.0,1.0,1,0.0,1470.0,20.417,1922.0,female,Nisei,1998.0,A
671,13,675,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,female,Nisei,2003.0,A
672,25,154,0,0.0,1.0,1,1.0,1306.0,17.417,1925.0,male,Nisei,2003.0,A
673,12,638,0,0.0,1.0,1,0.0,1317.0,20.417,1922.0,female,Nisei,2003.0,A
674,16,338,0,0.0,1.0,1,0.0,1306.0,41.417,1901.0,female,Issei,2003.0,A
675,11,580,0,0.0,1.0,1,0.0,1306.0,27.417,1915.0,female,Nisei,2003.0,A
678,24,1259,0,0.0,1.0,1,0.0,1175.0,21.667,1921.0,male,Nisei,2003.0,A
679,19,383,0,0.0,1.0,1,0.0,1306.0,36.417,1906.0,female,Issei,2003.0,A
681,11,576,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,male,Nisei,2003.0,A
683,19,1000,0,0.0,1.0,1,0.0,1306.0,22.417,1920.0,female,Nisei,2003.0,A
684,15,784,0,0.0,1.0,1,0.0,2699.0,27.417,1915.0,male,Nisei,2003.0,A
685,16,834,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,male,Nisei,2003.0,A
690,22,1151,0,0.0,1.0,1,0.0,1306.0,20.417,1922.0,female,Nisei,2003.0,A
691,16,857,0,0.0,1.0,1,1.0,1175.0,11.667,1931.0,male,Nisei,2003.0,A
692,18,952,0,0.0,1.0,1,1.0,1524.0,16.417,1926.0,male,Nisei,2003.0,A
694,66,2563,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,male,Nisei,2003.0,A
695,15,788,0,0.0,1.0,1,1.0,1400.0,16.25,1926.0,female,Nisei,2003.0,A
696,25,1317,0,0.0,1.0,1,0.0,1306.0,8.417,1934.0,male,Nisei,2004.0,A
697,14,734,0,0.0,1.0,1,,1848.0,,,female,Nisei,2004.0,A
699,24,1252,0,0.0,1.0,1,0.0,1306.0,24.417,1918.0,male,Nisei,2004.0,A
700,21,1121,0,0.0,1.0,1,1.0,1306.0,15.417,1927.0,male,Nisei,2004.0,A
701,17,887,0,0.0,1.0,1,0.0,1306.0,27.417,1915.0,female,Nisei,2004.0,A
702,21,1101,0,0.0,1.0,1,1.0,1343.0,17.333,1925.0,male,Nisei,2004.0,A
703,25,1303,0,0.0,1.0,1,0.0,1269.0,24.5,1918.0,male,Nisei,2004.0,A
705,22,1151,0,0.0,1.0,1,,2656.0,,,female,Nisei,2004.0,A
707,12,619,0,0.0,1.0,1,0.0,1145.0,24.667,1918.0,female,Nisei,2004.0,A
708,23,1189,0,0.0,1.0,1,0.0,1470.0,22.417,1920.0,male,Nisei,2004.0,A
709,10,532,0,0.0,1.0,1,0.0,1306.0,28.417,1914.0,male,Nisei,2004.0,A
71,25,196,0,0.0,1.0,1,0.0,2444.0,28.5,1914.0,male,Nisei,1998.0,A
72,48,363,0,0.0,1.0,1,0.0,2444.0,23.5,1919.0,female,Nisei,1998.0,A
725,13,61,0,0.0,1.0,1,0.0,1215.0,21.583,1921.0,male,Nisei,2012.0,C
726,11,48,0,0.0,1.0,1,1.0,1393.0,17.417,1925.0,female,Nisei,2012.0,C
727,13,63,0,0.0,1.0,1,1.0,1445.0,17.417,1925.0,female,Nisei,2012.0,C
728,14,70,0,0.0,1.0,1,1.0,1393.0,14.417,1928.0,female,Nisei,2012.0,C
729,15,73,0,0.0,1.0,1,0.0,1393.0,0.417,1942.0,male,Nisei,2012.0,C
731,18,950,0,0.0,1.0,1,1.0,1306.0,14.417,1928.0,male,Nisei,2013.0,A
732,20,1062,0,0.0,1.0,1,1.0,1306.0,13.417,1929.0,female,Nisei,2013.0,A
736,29,140,0,0.0,1.0,1,0.0,1269.0,20.5,1922.0,male,Nisei,2012.0,A
738,19,105,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2011.0,A
739,28,190,0,0.0,1.0,1,0.0,1269.0,8.5,1934.0,female,Sansei,2012.0,A
74,25,189,0,0.0,1.0,1,0.0,1312.0,22.333,1920.0,female,Nisei,1998.0,A
740,19,108,0,0.0,1.0,1,1.0,1269.0,17.5,1925.0,male,Nisei,2012.0,A
742,22,147,0,0.0,1.0,1,0.0,1312.0,19.333,1923.0,female,Nisei,2012.0,A
744,17,94,0,0.0,1.0,1,0.0,1306.0,8.417,1934.0,female,Nisei,2012.0,C
745,25,168,0,0.0,1.0,1,1.0,3220.0,13.417,1929.0,male,Nisei,2013.0,A
746,22,146,0,0.0,1.0,1,0.0,1437.0,5.333,1937.0,female,Nisei,2013.0,A
747,25,177,0,0.0,1.0,1,1.0,1343.0,16.333,1926.0,female,Nisei,2013.0,A
748,25,133,0,0.0,1.0,1,0.0,1269.0,6.5,1936.0,female,Nisei,2013.0,A
75,25,139,0,0.0,1.0,1,0.0,1530.0,33.333,1909.0,female,Nisei,1998.0,A
750,25,173,0,0.0,1.0,1,1.0,1269.0,15.5,1927.0,female,Nisei,2013.0,A
751,25,144,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,female,Nisei,2013.0,A
752,25,425,0,0.0,1.0,1,,1269.0,,,male,Nisei,2013.0,A
753,14,229,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,male,Nisei,2013.0,A
754,13,69,0,0.0,1.0,1,0.0,1269.0,0.5,1942.0,female,Nisei,2013.0,C
755,18,931,0,0.0,1.0,1,1.0,2645.0,18.417,1924.0,male,Nisei,2013.0,A
757,17,889,0,0.0,1.0,1,0.0,2457.0,19.333,1923.0,female,Nisei,2013.0,A
758,12,629,0,0.0,1.0,1,1.0,1306.0,15.417,1927.0,female,Nisei,2013.0,A
759,16,832,0,0.0,1.0,1,1.0,1306.0,16.417,1926.0,male,Nisei,2013.0,A
76,25,177,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,female,Nisei,1998.0,A
760,21,1079,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,female,Nisei,2013.0,A
761,16,853,0,0.0,1.0,1,0.0,3249.0,9.417,1933.0,male,Nisei,2013.0,A
762,23,1211,0,0.0,1.0,1,1.0,1306.0,10.417,1932.0,male,Nisei,2013.0,A
763,20,1038,0,0.0,1.0,1,1.0,3255.0,11.333,1931.0,female,Nisei,2013.0,A
764,20,1054,0,0.0,1.0,1,0.0,1306.0,21.417,1921.0,male,Nisei,2013.0,A
765,15,789,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
766,16,863,0,0.0,1.0,1,1.0,2645.0,17.417,1925.0,female,Nisei,2014.0,A
767,18,963,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,male,Nisei,2014.0,A
768,17,910,0,0.0,1.0,1,0.0,2645.0,20.417,1922.0,male,Nisei,2014.0,A
769,25,1326,0,0.0,1.0,1,1.0,2581.0,15.417,1927.0,male,Nisei,2014.0,A
77,17,202,0,0.0,1.0,1,1.0,1312.0,14.333,1928.0,female,Nisei,1999.0,A
770,17,97,0,0.0,1.0,1,0.0,2662.0,7.417,1935.0,female,Nisei,2006.0,C
771,14,82,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,male,Nisei,2006.0,C
775,24,126,0,0.0,1.0,1,0.0,1269.0,5.5,1937.0,female,Nisei,2012.0,A
778,23,110,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
779,17,895,0,0.0,1.0,1,0.0,1312.0,20.333,1922.0,male,Nisei,2014.0,A
78,25,189,0,0.0,1.0,1,0.0,2579.0,21.417,1921.0,male,Nisei,1998.0,A
780,22,1141,0,0.0,1.0,1,1.0,1306.0,13.417,1929.0,female,Nisei,2014.0,A
781,16,851,0,0.0,1.0,1,1.0,1470.0,18.417,1924.0,female,Nisei,2014.0,A
782,23,1224,0,0.0,1.0,1,1.0,2444.0,15.5,1927.0,male,Nisei,2014.0,A
783,11,596,0,0.0,1.0,1,0.0,1306.0,19.417,1923.0,male,Nisei,2014.0,A
784,17,105,0,0.0,1.0,1,1.0,1306.0,17.417,1925.0,female,Nisei,2014.0,A
785,21,143,0,0.0,1.0,1,0.0,77.0,21.417,1921.0,male,Nisei,2014.0,A
786,18,99,0,0.0,1.0,1,0.0,1306.0,0.417,1942.0,female,Sansei,2014.0,A
787,13,676,0,0.0,1.0,1,1.0,2568.0,12.417,1930.0,female,Nisei,2014.0,A
788,16,827,0,0.0,1.0,1,0.0,1306.0,23.417,1919.0,female,Nisei,2014.0,A
789,13,681,0,0.0,1.0,1,0.0,1306.0,24.417,1918.0,female,Nisei,2014.0,A
79,50,811,0,0.0,1.0,1,0.0,1312.0,26.333,1916.0,male,Nisei,1998.0,A
790,23,1195,0,0.0,1.0,1,0.0,1306.0,3.417,1939.0,female,Kibei,2014.0,A
791,10,513,0,0.0,1.0,1,0.0,1306.0,9.417,1933.0,female,Nisei,2014.0,A
792,22,1155,0,0.0,1.0,1,1.0,1306.0,12.417,1930.0,male,Nisei,2014.0,A
793,11,573,0,0.0,1.0,1,1.0,1306.0,14.417,1928.0,female,Nisei,2014.0,A
794,30,189,0,0.0,1.0,1,0.0,1393.0,19.417,1923.0,male,Nisei,2014.0,A
796,37,325,0,0.0,1.0,1,0.0,1445.0,23.417,1919.0,female,Nisei,2014.0,A
798,7,369,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A
8,30,990,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,female,Nisei,2002.0,A
800,4,216,0,0.0,1.0,1,1.0,1295.0,11.417,1931.0,female,Nisei,2010.0,A
801,6,310,0,0.0,1.0,1,0.0,2631.0,9.417,1933.0,male,Nisei,2010.0,A
802,8,432,0,0.0,1.0,1,1.0,1400.0,12.25,1930.0,male,Nisei,2010.0,A
803,9,476,0,0.0,1.0,1,1.0,1400.0,14.25,1928.0,male,Nisei,2010.0,A
804,4,206,0,0.0,1.0,1,1.0,1445.0,10.417,1932.0,female,Nisei,2010.0,A
805,5,258,0,0.0,1.0,1,,1314.0,,,female,Nisei,2010.0,A
806,25,159,0,0.0,1.0,1,1.0,1269.0,16.5,1926.0,female,Nisei,2011.0,A
809,24,161,0,0.0,1.0,1,0.0,1314.0,8.333,1934.0,male,Sansei,2013.0,A
81,25,196,0,0.0,1.0,1,0.0,1312.0,7.333,1935.0,female,Nisei,1997.0,A
810,24,140,0,0.0,1.0,1,1.0,1269.0,11.5,1931.0,male,Nisei,2014.0,A
811,25,129,0,0.0,1.0,1,0.0,1269.0,19.5,1923.0,male,Nisei,2014.0,A
812,25,157,0,0.0,1.0,1,0.0,1269.0,25.5,1917.0,female,Kibei,2014.0,A
813,25,161,0,0.0,1.0,1,1.0,1275.0,18.5,1924.0,female,Nisei,2014.0,A
814,25,144,0,0.0,1.0,1,0.0,2591.0,5.417,1937.0,female,Sansei,2014.0,A
815,25,149,0,0.0,1.0,1,0.0,1343.0,9.333,1933.0,female,Nisei,2014.0,A
816,24,127,0,0.0,1.0,1,0.0,1979.0,22.417,1920.0,female,Nisei,2014.0,A
817,25,126,0,0.0,1.0,1,1.0,810.0,12.417,1930.0,male,Nisei,2014.0,A
818,25,163,0,0.0,1.0,1,0.0,1312.0,7.333,1935.0,female,Nisei,2014.0,A
819,23,144,0,0.0,1.0,1,1.0,1269.0,10.5,1932.0,male,Nisei,2014.0,A
82,41,1247,0,0.0,1.0,1,0.0,1312.0,30.333,1912.0,male,Issei,1997.0,A
820,18,122,0,0.0,1.0,1,1.0,1383.0,18.25,1924.0,female,Nisei,2014.0,A
821,19,136,0,0.0,1.0,1,1.0,3264.0,10.417,1932.0,male,Sansei,2014.0,A
822,18,104,0,0.0,1.0,1,1.0,2662.0,18.417,1924.0,female,Nisei,2014.0,A
824,13,1052,0,0.0,1.0,1,0.0,1314.0,19.333,1923.0,male,Nisei,2007.0,A
826,24,1302,0,0.0,1.0,1,0.0,1269.0,22.5,1920.0,male,Nisei,2012.0,A
829,21,173,0,0.0,1.0,1,1.0,1444.0,17.417,1925.0,female,Nisei,2015.0,A
83,18,157,0,0.0,1.0,1,1.0,1317.0,15.417,1927.0,male,Nisei,1998.0,A
831,10,557,0,0.0,1.0,1,0.0,1215.0,1.583,1941.0,male,Kibei,1985.0,A
837,13,730,0,0.0,1.0,1,1.0,1145.0,17.667,1925.0,male,Nisei,1985.0,A
84,25,224,0,0.0,1.0,1,1.0,2026.0,17.417,1925.0,female,Sansei,1998.0,A
842,21,128,0,0.0,1.0,1,1.0,1312.0,15.333,1927.0,female,Nisei,2015.0,A
843,16,101,0,0.0,1.0,1,1.0,1306.0,16.417,1926.0,male,Nisei,2015.0,A
847,25,1861,0,0.0,1.0,1,0.0,2203.0,20.417,1922.0,male,Kibei,2004.0,A
849,17,92,0,0.0,1.0,1,1.0,1943.0,12.917,1930.0,female,Nisei,2012.0,C
850,14,96,0,0.0,1.0,1,0.0,3241.0,8.417,1934.0,female,Sansei,2014.0,C
851,25,149,0,0.0,1.0,1,0.0,690.0,0.083,1944.0,female,Sansei,2015.0,A
854,22,145,0,0.0,1.0,1,0.0,2662.0,0.417,1942.0,male,Sansei,2015.0,A
856,19,93,0,0.0,1.0,1,0.0,1445.0,9.417,1933.0,female,Nisei,2015.0,C
857,25,151,0,0.0,1.0,1,0.0,2500.0,9.333,1933.0,female,Nisei,2015.0,A
859,25,172,0,0.0,1.0,1,0.0,2662.0,7.417,1935.0,male,Nisei,2015.0,A
860,25,161,0,0.0,1.0,1,1.0,3318.0,18.417,1924.0,female,Nisei,2015.0,A
862,24,190,0,0.0,1.0,1,1.0,1275.0,15.5,1927.0,female,Nisei,2016.0,A
863,11,91,0,0.0,1.0,1,0.0,1169.0,1.75,1941.0,female,Sansei,2016.0,C
864,22,166,0,0.0,1.0,1,1.0,1470.0,17.417,1925.0,female,Nisei,2016.0,A
87,50,1661,0,0.0,1.0,1,0.0,1312.0,33.333,1909.0,female,Nisei,1998.0,A
88,25,186,0,0.0,1.0,1,1.0,1312.0,16.333,1926.0,female,Nisei,1997.0,A
887,16,152,0,0.0,1.0,1,0.0,1275.0,23.5,1919.0,female,Nisei,2017.0,A
89,24,181,0,0.0,1.0,1,1.0,1470.0,15.417,1927.0,female,Sansei,1998.0,A
894,39,300,0,0.0,1.0,1,1.0,1312.0,13.333,1929.0,male,Nisei,2017.0,A
897,17,141,0,0.0,1.0,1,1.0,1275.0,16.5,1926.0,female,Nisei,2018.0,A
898,20,175,0,0.0,1.0,1,0.0,324.0,0.083,1945.0,male,Sansei,2018.0,A
899,18,151,0,0.0,1.0,1,1.0,1352.0,17.333,1925.0,female,Nisei,2018.0,A
9,25,166,0,0.0,1.0,1,0.0,1306.0,27.417,1915.0,male,Kibei,1998.0,A
90,20,131,0,0.0,1.0,1,1.0,2705.0,10.333,1932.0,female,Sansei,1998.0,A
900,18,171,0,0.0,1.0,1,0.0,1306.0,6.417,1936.0,male,Nisei,2018.0,A
901,16,166,0,0.0,1.0,1,1.0,1383.0,10.25,1932.0,female,Nisei,2018.0,A
902,17,114,0,0.0,1.0,1,0.0,1393.0,20.417,1922.0,female,Sansei,2018.0,A
903,16,88,0,0.0,1.0,1,1.0,1269.0,13.5,1929.0,male,Nisei,2019.0,C
904,15,134,0,0.0,1.0,1,0.0,1275.0,3.5,1939.0,female,Nisei,2019.0,A
906,25,191,0,0.0,1.0,1,1.0,1400.0,11.25,1931.0,male,Nisei,2019.0,A
907,16,165,0,0.0,1.0,1,0.0,2670.0,7.417,1935.0,female,Sansei,2019.0,A
908,20,196,0,0.0,1.0,1,0.0,1368.0,0.083,1944.0,male,Nisei,2019.0,A
910,14,121,0,0.0,1.0,1,0.0,443.0,0.083,1945.0,female,Sansei,2019.0,A
911,18,132,0,0.0,1.0,1,0.0,1400.0,2.25,1940.0,male,Sansei,2019.0,A
912,19,143,0,0.0,1.0,1,1.0,1277.0,13.417,1929.0,female,Nisei,2019.0,A
914,13,137,0,0.0,1.0,1,1.0,2707.0,12.333,1930.0,male,Nisei,2019.0,A
915,24,180,0,0.0,1.0,1,0.0,1314.0,3.333,1939.0,male,Sansei,2019.0,A
916,14,91,0,0.0,1.0,1,0.0,1295.0,7.417,1935.0,female,Nisei,2019.0,C
917,12,57,0,0.0,1.0,1,0.0,1314.0,7.333,1935.0,female,Sansei,2019.0,C
919,19,118,0,0.0,1.0,1,0.0,1145.0,7.667,1935.0,female,Nisei,2019.0,A
92,35,1421,0,0.0,1.0,1,1.0,1343.0,17.333,1925.0,male,Nisei,1998.0,A
920,17,174,0,0.0,1.0,1,0.0,1478.0,0.083,1944.0,female,Sansei,2019.0,A
922,18,118,0,0.0,1.0,1,0.0,1314.0,22.333,1920.0,female,Nisei,2019.0,A
923,17,107,0,0.0,1.0,1,1.0,1269.0,12.5,1930.0,male,Nisei,2019.0,A
924,9,56,0,0.0,1.0,1,0.0,1352.0,7.333,1935.0,female,Nisei,2019.0,C
927,20,139,0,0.0,1.0,1,0.0,1943.0,6.917,1936.0,,,2019.0,A
928,15,88,0,0.0,1.0,1,0.0,1943.0,4.917,1938.0,,,2019.0,C
929,14,106,0,0.0,1.0,1,0.0,1943.0,0.917,1942.0,,,2019.0,A
93,14,1013,0,0.0,1.0,1,1.0,1306.0,18.417,1924.0,female,Nisei,1997.0,A
930,20,142,0,0.0,1.0,1,0.0,1475.0,0.083,1944.0,female,Nisei,2019.0,A
94,57,1023,0,0.0,1.0,1,1.0,1444.0,18.417,1924.0,female,Kibei,1998.0,A
941,14,101,0,0.0,1.0,1,0.0,1169.0,21.75,1921.0,male,Nisei,2017.0,A
942,20,102,0,0.0,1.0,1,1.0,1275.0,16.5,1926.0,female,Nisei,2018.0,A
943,17,94,0,0.0,1.0,1,0.0,1269.0,4.5,1938.0,female,Sansei,2018.0,C
945,10,60,0,0.0,1.0,1,0.0,324.0,0.083,1945.0,female,Sansei,2017.0,C
949,19,126,0,0.0,1.0,1,0.0,1489.0,0.25,1942.0,male,Nisei,2017.0,A
950,15,96,0,0.0,1.0,1,1.0,131.0,17.417,1925.0,female,Nisei,2017.0,C
955,12,70,0,0.0,1.0,1,1.0,1312.0,11.333,1931.0,female,Nisei,2017.0,C
956,12,73,0,0.0,1.0,1,1.0,633.0,16.833,1926.0,female,Nisei,2017.0,C
958,13,81,0,0.0,1.0,1,0.0,2793.0,0.25,1942.0,male,Nisei,2017.0,C
959,22,135,0,0.0,1.0,1,0.0,1383.0,1.25,1941.0,female,Sansei,2019.0,A
960,12,67,0,0.0,1.0,1,0.0,1269.0,3.5,1939.0,female,Nisei,2017.0,C
973,20,110,0,0.0,1.0,1,0.0,1314.0,8.333,1934.0,female,Nisei,2021.0,A
976,11,50,0,0.0,1.0,1,0.0,1848.0,2.583,1940.0,female,Sansei,2021.0,C
977,17,116,0,0.0,1.0,1,0.0,1314.0,6.333,1936.0,male,Sansei,2021.0,A
978,24,146,0,0.0,1.0,1,0.0,1269.0,7.5,1935.0,male,Sansei,2021.0,A
982,16,110,0,0.0,1.0,1,0.0,2716.0,4.333,1938.0,female,Sansei,2022.0,A
983,22,140,0,0.0,1.0,1,0.0,2616.0,8.417,1934.0,female,Sansei,2022.0,A
985,19,110,0,0.0,1.0,1,0.0,1312.0,5.333,1937.0,male,Sansei,2022.0,A
988,34,291,0,0.0,1.0,1,0.0,1312.0,6.333,1936.0,male,Sansei,2022.0,A
989,39,222,0,0.0,1.0,1,0.0,2062.0,9.25,1933.0,male,Nisei,2022.0,A
991,21,121,0,0.0,1.0,1,1.0,1277.0,10.417,1932.0,male,Nisei,2022.0,A
993,17,95,0,0.0,1.0,1,0.0,669.0,0.083,1944.0,female,Sansei,2022.0,C
994,17,145,0,0.0,1.0,1,0.0,1317.0,4.417,1938.0,male,Nisei,2022.0,A
997,22,107,0,0.0,1.0,1,0.0,1329.0,5.417,1937.0,female,Sansei,2022.0,A
998,25,160,0,0.0,1.0,1,0.0,1343.0,3.333,1939.0,male,Sansei,2022.0,A
999,16,110,0,0.0,1.0,1,0.0,1314.0,0.333,1942.0,female,Sansei,2022.0,A
