track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,weight_status,weight_column,sample_n,engine_target,status,notes
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Injury_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Injury_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Injury_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Injury_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Injury_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Injury_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Injury_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Rupture_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Rupture_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Rupture_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Rupture_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_composed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_composed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_composed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_composed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_discomposed,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_joint_Distrust_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,unweighted,,633,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_discomposed,timing_dummy,Adolescent timing contrast,H1,adolescent_exposure_flag,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Sensitive-period timing contrast scaffold.
track1_per_cell,share_joint_Distrust_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,unweighted,,633,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_discomposed,amplification,Timing amplification interactions,H4,adolescent_exposure_flag;total_days_incarcerated;severity_index_v2;adolescent_x_dosage_v1;adolescent_x_severity_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Interaction scaffold for timing-by-dosage and timing-by-severity.
track1_per_cell,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,unweighted,,633,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_joint_Distrust_discomposed,expressive_environment,Interview-year moderation,H5,adolescent_exposure_flag;interview_year_centered_v1;adolescent_x_interview_year_centered_v1,rake,rake_weight_v1,632,doubleml_plr,scaffold_ready,Expressive-environment moderation scaffold.
track1_per_cell,share_class_Injury,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,unweighted,,633,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
track1_per_cell,share_class_Injury,joint_continuous,Joint continuous treatments,H3,age_at_first_exposure;total_days_incarcerated;severity_index_v2,ipw,ipw_weight_v1,632,doubleml_plr,scaffold_ready,Primary joint timing/dosage/severity comparison.
